Common gene name,No_drug,CHL_1ug/mL,CPR_4ng/mL,MEC_38ng/mL,NIT_2ug/mL,TET_150ng/mL,TMP_80ng/mL,FOX_1.90ug/mL,AMP_3.14ug/mL,PrtoSTOP
yafK,0.89,0.46,0.44,0.28,0.64,0.55,0.65,0.25,0.27,13.86
yafL,0.89,0.63,0.69,0.79,0.71,0.66,0.66,0.72,0.53,11.95
yafM,0.91,0.66,0.69,0.84,0.71,0.71,0.66,0.69,0.71,0
yafN,0.93,0.64,0.75,0.88,0.73,0.7,0.67,0.76,0.82,4.23
yafO,0.86,0.61,0.67,0.83,0.73,0.68,0.64,0.69,0.58,5.53
yafP,0.82,0.59,0.56,0.73,0.66,0.65,0.63,0.49,0.46,7.93
yafQ,0.87,0.63,0.68,0.79,0.7,0.68,0.64,0.71,0.61,5.24
yafS,0.87,0.5,0.53,0.47,0.66,0.59,0.65,0.28,0.32,10.71
yafT,0.92,0.64,0.7,0.81,0.65,0.66,0.59,0.58,0.65,14.11
yafU,0.87,0.55,0.62,0.71,0.68,0.62,0.66,0.67,0.44,4.4
yafV,0.9,0.54,0.71,0.62,0.71,0.65,0.66,0.65,0.49,11.48
yafW,0.93,0.67,0.7,0.84,0.72,0.72,0.64,0.69,0.62,5.24
yafX,0.96,0.56,0.74,0.66,0.7,0.67,0.59,0.52,0.48,7.36
yafY,0.94,0.55,0.68,0.79,0.7,0.7,0.65,0.62,0.56,7.96
yafZ,0.91,0.66,0.71,0.83,0.7,0.71,0.59,0.63,0.73,12.97
yagA,0.9,0.7,0.7,0.78,0.7,0.72,0.63,0.53,0.74,18.77
yagB,0.9,0.66,0.7,0.86,0.7,0.7,0.57,0.78,0.78,5.15
yagE,1.01,0.6,0.73,0.69,0.72,0.72,0.62,0.59,0.56,11.88
yagF,1.02,0.6,0.75,0.71,0.74,0.74,0.67,0.76,0.78,24.93
yagH,0.98,0.58,0.62,0.51,0.67,0.69,0.59,0.49,0.31,28.03
yagI,0.97,0.62,0.73,0.72,0.73,0.73,0.66,0.66,0.44,0
yagJ,0.92,0.59,0.63,0.57,0.64,0.65,0.5,0.48,0.4,12.63
yagK,0.91,0.6,0.67,0.6,0.69,0.62,0.51,0.25,0.43,11.6
yagL,0.96,0.64,0.78,0.84,0.71,0.72,0.64,0.67,0.55,12.71
yagM,0.97,0.69,0.71,0.81,0.69,0.71,0.72,0.6,0.52,13.6
yagN,0.99,0.7,0.71,0.81,0.74,0.71,0.7,0.5,0.46,6.32
yagP,0.9,0.66,0.74,0.85,0.73,0.7,0.67,0.82,0.7,6.52
yagQ,0.89,0.65,0.58,0.59,0.58,0.68,0.64,0.41,0.31,0
yagR,0.89,0.6,0.67,0.73,0.67,0.67,0.64,0.62,0.52,0
yagS,0.83,0.53,0.61,0.7,0.68,0.6,0.51,0.49,0.44,0
yagT,0.97,0.6,0.7,0.62,0.7,0.72,0.7,0.81,0.75,0
yagU,0.81,0.58,0.59,0.62,0.63,0.63,0.53,0.53,0.39,7.76
yagV,0.97,0.62,0.75,0.8,0.73,0.72,0.71,0.87,0.63,0
yagW,0.91,0.6,0.66,0.7,0.69,0.64,0.5,0.45,0.54,0
yagX,0.96,0.64,0.69,0.82,0.72,0.73,0.65,0.87,0.78,0
yagY,0.89,0.48,0.49,0.47,0.65,0.59,0.51,0.35,0.32,0
yagZ,0.91,0.54,0.57,0.55,0.64,0.62,0.5,0.38,0.32,0
yahA,0.88,0.54,0.6,0.7,0.66,0.63,0.64,0.51,0.49,0
yahB,0.89,0.55,0.65,0.66,0.68,0.67,0.65,0.48,0.42,14.2
yahC,0.93,0.66,0.74,0.72,0.69,0.71,0.61,0.61,0.47,7.73
yahD,0.9,0.56,0.58,0.65,0.68,0.69,0.64,0.48,0.45,8.98
yahE,0.88,0.58,0.69,0.63,0.68,0.63,0.56,0.39,0.47,13.13
yahF,0.92,0.61,0.74,0.71,0.72,0.72,0.66,0.51,0.48,20.32
yahG,0.92,0.67,0.75,0.86,0.72,0.69,0.59,0.85,0.73,17.65
yahH,1,0.66,0.72,0.75,0.72,0.74,0.62,0.65,0.48,3.51
yahI,0.96,0.56,0.64,0.41,0.71,0.67,0.64,0.4,0.62,12.3
yahJ,0.94,0.62,0.73,0.67,0.73,0.76,0.63,0.65,0.55,20.69
yahK,0.88,0.49,0.52,0.59,0.64,0.57,0.64,0.47,0.54,14.41
yahL,0.89,0.57,0.57,0.5,0.65,0.63,0.61,0.57,0.39,13.29
yahM,0.99,0.64,0.72,0.63,0.72,0.75,0.66,0.66,0.79,4.05
yahN,0.97,0.59,0.72,0.74,0.72,0.74,0.61,0.77,0.5,9.28
yahO,0.93,0.61,0.64,0.63,0.63,0.64,0.57,0.56,0.4,4.54
yaiA,0.88,0.6,0.68,0.68,0.62,0.64,0.52,0.57,0.56,3.58
yaiB,0.89,0.62,0.65,0.7,0.66,0.71,0.68,0.35,0.53,0
yaiC,0.9,0.57,0.71,0.8,0.71,0.6,0.6,0.44,0.76,0
yaiE,0.88,0.52,0.47,0.57,0.65,0.58,0.5,0.02,0.13,0
yaiF,0.96,0.51,0.61,0.62,0.69,0.6,0.64,0.36,0.31,0
yaiI,0.82,0.55,0.51,0.42,0.67,0.59,0.62,0.22,0.2,6.17
yaiL,0.94,0.62,0.72,0.77,0.72,0.71,0.62,0.57,0.52,8.57
yaiO,0.86,0.6,0.63,0.76,0.67,0.64,0.54,0.69,0.47,14.53
yaiP,0.87,0.53,0.51,0.59,0.47,0.6,0.53,0.44,0.37,18.85
yaiS,0.705,0.495,0.55,0.39,0.365,0.54,0.55,0.165,0.125,7.81
yaiT,0.95,0.49,0.67,0.31,0.69,0.6,0.64,0.23,0.42,42.57
yaiU,0.79,0.58,0.35,0.26,0.47,0.61,0.57,0.34,0.21,0
yaiV,0.91,0.535,0.67,0.655,0.67,0.64,0.575,0.31,0.32,0
yaiW,0.78,0.6,0.56,0.49,0.68,0.61,0.54,0.45,0.56,18.02
yaiX,0.88,0.53,0.63,0.58,0.69,0.61,0.65,0.46,0.51,9.31
yaiY,0.85,0.57,0.58,0.53,0.67,0.61,0.54,0.21,0.41,4.55
yaiZ,0.92,0.54,0.69,0.55,0.7,0.61,0.63,0.21,0.31,3.55
yajB,0.92,0.54,0.63,0.57,0.68,0.6,0.5,0.31,0.35,0
yajC,0.92,0.56,0.83,0.51,0.69,0.68,0.68,0.41,0.71,4.01
yajD,0.95,0.69,0.58,0.82,0.7,0.74,0.49,0.37,0.5,6.52
yajG,0.68,0.32,0.4,0.61,0.4,0.46,0.57,0.18,0.04,7.51
yajI,0.95,0.54,0.73,0.54,0.72,0.63,0.69,0.18,0.36,7.63
yajL,0.9,0.41,0.47,0.31,0.66,0.54,0.61,0.09,0.16,7.97
yajO,0.93,0.54,0.57,0.81,0.72,0.6,0.7,0.37,0.42,15.88
yajQ,0.96,0.54,0.67,0.56,0.66,0.6,0.64,0.21,0.21,6.93
yajR,1.02,0.66,0.66,0.58,0.69,0.73,0.62,0.41,0.31,18.28
ybaA,0.93,0.49,0.57,0.47,0.64,0.59,0.66,0.43,0.41,5.17
ybaB,0.78,0.45,0.57,0.57,0.01,0.57,0.58,0.27,0.3,4.89
ybaD,0.84,0.62,0.67,0.89,0.73,0.64,0.6,0.35,0.31,0
ybaE,0.88,0.54,0.56,0.71,0.71,0.63,0.67,0.29,0.52,29.05
ybaJ,0.96,0.51,0.69,0.56,0.69,0.62,0.6,0.28,0.46,0
ybaK,0.9,0.48,0.63,0.74,0.63,0.62,0.66,0.42,0.45,6.51
ybaL,0.88,0.48,0.42,0.62,0.64,0.55,0.66,0.29,0.22,20.51
ybaM,0.88,0.55,0.41,0.51,0.53,0.59,0.5,0.14,0.4,2.38
ybaN,0.76,0.57,0.61,0.69,0.67,0.62,0.5,0.17,0.37,6.05
ybaO,0.87,0.6,0.77,0.84,0.7,0.7,0.68,0.76,0.83,0
ybaP,0.88,0.55,0.66,0.6,0.71,0.58,0.54,0.28,0.42,12.7
ybaQ,0.86,0.61,0.73,0.83,0.69,0.63,0.65,0.82,0.84,5.67
ybaS,0.86,0.61,0.2,0.4,0.46,0.58,0.42,0.39,0.46,0
ybaT,0.92,0.57,0.7,0.62,0.67,0.58,0.65,0.41,0.71,15.83
ybaV,0.8,0.48,0.29,0.6,0.66,0.61,0.62,0.3,0.3,5.16
ybaW,0.87,0.56,0.52,0.64,0.69,0.59,0.58,0.38,0.42,0
ybaX,0.85,0.38,0.39,0.53,0.63,0.49,0.63,0.28,0.29,0
ybaY,0.86,0.61,0.73,0.85,0.67,0.64,0.63,0.8,0.85,6.63
ybaZ,0.69,0.47,0.53,0.76,0.56,0.54,0.58,0.37,0.18,0
ybbA,0.94,0.51,0.6,0.63,0.66,0.58,0.64,0.25,0.22,9.47
ybbB,0.86,0.54,0.6,0.71,0.66,0.58,0.65,0.35,0.42,0
ybbC,1.05,0.52,0.73,0.51,0.72,0.66,0.65,0.19,0.17,6.78
ybbD,0.91,0.6,0.69,0.7,0.69,0.62,0.51,0.35,0.44,3.58
ybbJ,0.96,0.66,0.69,0.81,0.7,0.74,0.54,0.6,0.81,7.28
ybbK,0.94,0.39,0.19,0.31,0.46,0.56,0.7,0.15,0.1,0
ybbL,0.88,0.53,0.56,0.58,0.65,0.57,0.63,0.38,0.43,0
ybbM,0.93,0.51,0.61,0.57,0.66,0.64,0.64,0.35,0.36,0
ybbN,0.94,0.53,0.71,0.35,0.69,0.58,0.65,0.05,0.31,0
ybbO,0.94,0.61,0.67,0.44,0.66,0.66,0.66,0.6,0.46,10.89
ybbP,0.98,0.54,0.63,0.65,0.72,0.65,0.66,0.37,0.41,37.94
ybbS,0.96,0.6,0.66,0.56,0.69,0.68,0.63,0.49,0.41,0
ybbV,0.95,0.53,0.6,0.54,0.69,0.59,0.66,0.26,0.16,4.6
ybbW,0.84,0.55,0.62,0.57,0.7,0.61,0.63,0.35,0.44,20.11
ybbY,0.9,0.57,0.52,0.57,0.63,0.44,0.64,0.29,0,17.51
ybcC,0.94,0.51,0.71,0.52,0.67,0.62,0.64,0.15,0.49,0
ybcD,0.78,0.54,0.67,0.8,0.64,0.6,0.62,0.63,0.69,0
ybcF,0.93,0.53,0.7,0.52,0.69,0.66,0.64,0.43,0.53,0
ybcH,0.9,0.59,0.49,0.71,0.68,0.57,0.55,0.26,0.28,15.08
ybcI,0.81,0.58,0.7,0.79,0.64,0.62,0.55,0.68,0.76,7.6
ybcJ,0.93,0.55,0.62,0.61,0.71,0.61,0.65,0.22,0.34,3.16
ybcK,0.94,0.64,0.65,0.83,0.68,0.69,0.65,0.72,0.48,24.71
ybcL,0.96,0.51,0.66,0.6,0.68,0.64,0.64,0.32,0.3,8.35
ybcM,0.85,0.48,0.49,0.51,0.66,0.58,0.63,0.19,0.28,13.94
ybcN,0.95,0.54,0.68,0.59,0.67,0.57,0.52,0.23,0.37,8.53
ybcO,0.95,0.59,0.58,0.73,0.69,0.66,0.52,0.4,0.53,4.08
ybcQ,0.85,0.58,0.8,0.93,0.79,0.68,0.58,0.45,0.83,0
ybcS,0.96,0.65,0.74,0.91,0.68,0.76,0.66,0.6,0.74,0
ybcV,0.93,0.42,0.5,0.33,0.66,0.54,0.57,0.07,0.23,7.22
ybcW,0.98,0.65,0.68,0.9,0.66,0.7,0.6,0.58,0.89,2.51
ybcY,0.88,0.57,0.68,0.79,0.71,0.58,0.61,0.43,0.39,8.44
ybdA,0.99,0.65,0.73,0.8,0.71,0.69,0.54,0.57,0.57,0
ybdB,0.86,0.52,0.47,0.58,0.65,0.57,0.64,0.14,0.28,0
ybdD,0.89,0.74,0.81,1.01,0.67,0.79,0.57,0.73,0.84,3.3
ybdF,0.93,0.53,0.7,0.51,0.69,0.61,0.64,0.28,0.35,6.05
ybdG,0.88,0.62,0.59,0.78,0.61,0.73,0.64,0.52,0.51,17.63
ybdH,0.85,0.59,0.57,0.83,0.67,0.66,0.58,0.36,0.35,0
ybdJ,0.86,0.57,0.63,0.49,0.69,0.58,0.52,0.34,0.46,3.99
ybdK,0.81,0.61,0.55,0.73,0.68,0.69,0.66,0.39,0.59,16.22
ybdL,0.88,0.51,0.28,0.54,0.63,0.54,0.6,0.16,0.42,17.96
ybdM,0.88,0.76,0.74,1,0.66,0.77,0.56,0.89,0.87,9.57
ybdN,0.77,0.48,0.62,0.78,0.48,0.51,0.52,0.38,0.42,23.77
ybdO,0.96,0.67,0.72,0.88,0.66,0.73,0.64,0.65,0.67,13.71
ybdR,0.89,0.49,0.52,0.55,0.65,0.57,0.63,0.27,0.31,17.09
ybdZ,0.82,0.45,0.43,0.45,0.63,0.59,0.62,0.03,0.33,4.09
ybeA,0.9,0.68,0.78,1,0.67,0.73,0.66,0.57,0.81,0
ybeB,1.03,0.75,0.8,0.67,0.73,0.83,0.66,0.75,0.95,0
ybeD,0.58,0.47,0.52,0.69,0.18,0.38,0.57,0.22,0.33,4.26
ybeF,0.87,0.54,0.67,0.47,0.69,0.58,0.69,0.36,0.42,12.84
ybeH,0.99,0.5,0.75,0.56,0.7,0.64,0.62,0.35,0.37,3.22
ybeL,0.88,0.65,0.66,0.69,0.56,0.68,0.44,0.56,0.65,8.69
ybeM,0.88,0.56,0.62,0.69,0.71,0.61,0.7,0.37,0.49,7.53
ybeQ,0.94,0.55,0.64,0.6,0.7,0.61,0.64,0.2,0.27,19.85
ybeR,0.85,0.59,0.65,0.56,0.69,0.67,0.52,0.38,0.39,14.04
ybeT,0.94,0.58,0.7,0.71,0.68,0.61,0.61,0.26,0.46,11.22
ybeU,0.74,0.48,0.54,0.83,0.5,0.62,0.54,0.32,0.27,14.42
ybeX,0.9,0.67,0.7,0.89,0.7,0.82,0.67,0.21,0.72,0
ybeY,0.49,0.41,0.34,0.51,0,0.47,0.46,0,0.17,7.95
ybeZ,0.94,0.54,0.63,0.49,0.66,0.61,0.58,0.32,0.34,14.83
ybfA,0.86,0.59,0.35,0.53,0.51,0.63,0.66,0.29,0.35,4.16
ybfB,0.88,0.49,0.41,0.57,0.66,0.58,0.51,0.15,0.24,4.65
ybfC,0.84,0.62,0.59,0.86,0.48,0.67,0.56,0.76,0.8,9.77
ybfD,0.97,0.51,0.64,0.49,0.67,0.59,0.6,0.07,0.33,11.6
ybfE,0.9,0.6,0.27,0.71,0.47,0.64,0.69,0.45,0.42,4.63
ybfF,0.91,0.63,0.77,0.91,0.66,0.7,0.62,0.6,0.73,9.07
ybfG,0.97,0.58,0.67,0.57,0.73,0.63,0.57,0.24,0.39,11.61
ybfH,0.95,0.54,0.71,0.52,0.7,0.65,0.65,0.07,0.27,0
ybfL,0.93,0.42,0.48,0.4,0.67,0.54,0.55,0.33,0.28,17.16
ybfM,0.89,0.57,0.61,0.61,0.69,0.6,0.53,0.41,0.47,0
ybfN,0.92,0.47,0.45,0.33,0.6,0.56,0.57,0.08,0.29,0
ybfO,0.94,0.48,0.66,0.47,0.65,0.63,0.68,0.27,0.36,27.02
ybfP,0.81,0.55,0.57,0.56,0.69,0.59,0.62,0.29,0.25,8.2
ybfQ,0.88,0.46,0.45,0.43,0.63,0.56,0.51,0.28,0.22,4.03
ybgA,0.91,0.61,0.74,0.68,0.7,0.64,0.61,0.41,0.48,8.5
ybgC,0.76,0.57,0.64,0.27,0.58,0.63,0.57,0.29,0.01,6.27
ybgD,0.97,0.61,0.68,0.72,0.72,0.61,0.63,0.34,0.42,6.95
ybgE,0.87,0.51,0.56,0.58,0.64,0.56,0.51,0.35,0.33,3.94
ybgF,0.7,0.42,0.57,0.79,0.46,0.52,0.63,0.19,0.52,0
ybgH,0.91,0.61,0.72,0.79,0.63,0.7,0.65,0.67,0.62,0
ybgI,0.9,0.41,0.38,0.43,0.63,0.6,0.63,0.29,0.29,10.96
ybgJ,0.89,0.58,0.68,0.69,0.65,0.63,0.57,0.4,0.55,0
ybgK,0.9,0.64,0.57,0.63,0.53,0.7,0.66,0.35,0.47,0
ybgL,0.83,0.43,0.35,0.41,0.62,0.53,0.6,0.12,0.25,0
ybgO,0.94,0.45,0.51,0.51,0.67,0.6,0.58,0.14,0.21,17.32
ybgP,0.92,0.58,0.62,0.53,0.68,0.6,0.66,0.2,0.29,12.3
ybgQ,0.9,0.47,0.59,0.56,0.65,0.58,0.6,0.27,0.36,37.63
ybgS,0.82,0.52,0.1,0.31,0.39,0.52,0.29,0.32,0.28,4.16
ybgT,0.7,0.34,0.57,0.51,0.63,0.54,0.54,0.36,0.48,0
ybhA,0.85,0.43,0.69,0.73,0.69,0.63,0.61,0.13,0.46,11.82
ybhB,0.85,0.61,0.61,0.67,0.6,0.62,0.56,0.69,0.73,5.55
ybhC,0.86,0.46,0.44,0.49,0.63,0.56,0.6,0.25,0.4,17.03
ybhD,0.88,0.63,0.65,0.92,0.74,0.69,0.62,0.52,0.55,14.15
ybhE,0.8,0.48,0.56,0.78,0.63,0.65,0.61,0.3,0.48,0
ybhF,0.9,0.51,0.73,0.6,0.69,0.62,0.65,0.4,0.47,25.6
ybhG,0.87,0.49,0.5,0.48,0.65,0.57,0.65,0.19,0.23,15.87
ybhH,0.89,0.67,0.63,0.73,0.61,0.68,0.61,0.39,0.57,12.43
ybhI,0.86,0.56,0.45,0.63,0.58,0.62,0.54,0.3,0.57,19.9
ybhJ,0.92,0.53,0.56,0.49,0.64,0.62,0.56,0.24,0.41,33.15
ybhK,0.94,0.59,0.55,0.73,0.7,0.61,0.6,0.26,0.55,11.96
ybhL,0.91,0.55,0.65,0.58,0.71,0.6,0.6,0.43,0.4,10.23
ybhM,0.75,0.35,0.37,0.48,0.48,0.55,0.44,0.32,0,10.28
ybhN,0.86,0.52,0.68,0.57,0.69,0.58,0.63,0.31,0.47,16.1
ybhO,0.85,0.46,0.58,0.49,0.65,0.57,0.61,0.24,0.23,0
ybhP,0.96,0.6,0.62,0.66,0.67,0.62,0.54,0.26,0.34,10.23
ybhQ,0.96,0.52,0.66,0.46,0.69,0.66,0.62,0.36,0.37,6.64
ybhR,0.78,0.57,0.55,0.24,0.37,0.64,0.64,0,0.11,16.79
ybhS,0.85,0.43,0.42,0.52,0.62,0.54,0.59,0.22,0.15,15.55
ybhT,0.96,0.45,0.64,0.46,0.67,0.59,0.47,0.34,0.44,0
ybiA,0.47,0.305,0.375,0.525,0.375,0.33,0.275,0.195,0.33,8.39
ybiB,0.89,0.46,0.5,0.47,0.65,0.55,0.65,0.23,0.2,13.64
ybiC,0.83,0.25,0.57,0.72,0.59,0.55,0.6,0.26,0.21,0
ybiH,0.93,0.63,0.55,0.59,0.62,0.69,0.51,0.28,0.67,0
ybiI,0.87,0.44,0.46,0.44,0.65,0.55,0.48,0.23,0.24,4.53
ybiJ,0.875,0.59,0.235,0.695,0.515,0.61,0.41,0.4,0.785,3.21
ybiM,0.95,0.49,0.71,0.55,0.67,0.6,0.67,0.2,0.73,0
ybiN,0.9,0.48,0.69,0.69,0.61,0.65,0.6,0.29,0.4,0
ybiO,0.91,0.48,0.58,0.39,0.65,0.57,0.56,0.06,0.31,30.11
ybiP,0.86,0.55,0.72,0.85,0.7,0.62,0.61,0.62,0.72,0
ybiR,0.92,0.4,0.5,0.5,0.65,0.57,0.6,0.2,0.31,15.63
ybiS,0.91,0.57,0.5,0.7,0.76,0.69,0.66,0.44,0.74,12.98
ybiT,0.92,0.57,0.7,0.85,0.69,0.68,0.63,0.47,0.35,25.74
ybiU,0.88,0.44,0.47,0.57,0.64,0.54,0.48,0.28,0.27,19.71
ybiV,0.92,0.46,0.47,0.74,0.69,0.59,0.64,0.36,0.3,11.51
ybiW,0.9,0.47,0.38,0.54,0.63,0.54,0.56,0.24,0.23,37.23
ybiX,0.89,0.52,0.39,0.22,0.58,0.57,0.47,0.05,0.33,10.62
ybiY,0.93,0.5,0.68,0.56,0.71,0.61,0.66,0.31,0.5,14.05
ybjC,0.85,0.58,0.75,0.76,0.71,0.51,0.53,0.79,0.85,3.45
ybjD,0.84,0.45,0.74,0.96,0.66,0.67,0.58,0.42,0.7,23.8
ybjE,0.86,0.61,0.73,0.83,0.68,0.64,0.65,0.81,0.8,0
ybjG,0.94,0.56,0.69,0.53,0.7,0.61,0.65,0.07,0.42,8.69
ybjH,0.83,0.43,0.7,0.89,0.57,0.65,0.58,0.27,0.41,3.09
ybjI,0.81,0.61,0.36,0.46,0.52,0.61,0.57,0.35,0.25,11.46
ybjJ,0.71,0.39,0.54,0.67,0.48,0.5,0.59,0.25,0.3,14.45
ybjK,0.95,0.54,0.6,0.51,0.69,0.66,0.57,0.24,0.41,0
ybjL,0.86,0.64,0.63,0.8,0.66,0.64,0.62,0.71,0.77,20.38
ybjM,0.91,0.61,0.71,0.64,0.7,0.67,0.63,0.28,0.37,5.25
ybjN,0.97,0.75,0.79,0.95,0.7,0.74,0.5,0.52,0.37,6.3
ybjO,0.815,0.59,0.655,0.495,0.445,0.655,0.47,0.1,0.255,7.74
ybjP,0.82,0.38,0.38,0.48,0.7,0.49,0.61,0.19,0.01,7.69
ybjQ,0.82,0.54,0.34,0.71,0.63,0.64,0.56,0.3,0.25,4.41
ybjR,0.88,0.61,0.28,0.37,0.44,0.58,0.53,0.38,0.17,0
ybjS,0.98,0.56,0.7,0.75,0.72,0.66,0.63,0.3,0.46,14.9
ybjT,0.94,0.56,0.65,0.51,0.67,0.62,0.56,0.37,0.43,21.26
ybjX,0.87,0.58,0.53,0.57,0.68,0.58,0.64,0.31,0.49,17.31
ycaC,0.95,0.59,0.65,0.97,0.7,0.68,0.65,0.48,0.84,8.72
ycaD,0.8,0.43,0.23,0.61,0.65,0.55,0.58,0.18,0,16.87
ycaI,0.87,0.62,0.69,0.83,0.56,0.71,0.56,0.78,0.86,37.91
ycaJ,0.79,0.53,0.47,0.77,0.69,0.63,0.62,0.3,0.43,0
ycaK,0.86,0.61,0.74,0.83,0.68,0.63,0.62,0.68,0.74,10.26
ycaL,0.88,0.51,0.62,0.55,0.69,0.57,0.68,0.31,0.38,10.58
ycaM,0.94,0.46,0.61,0.64,0.69,0.61,0.57,0.28,0.3,20.97
ycaN,0.83,0.47,0.55,0.76,0.67,0.57,0.57,0.14,0.28,13.88
ycaO,0.87,0.59,0.66,0.63,0.7,0.65,0.66,0.4,0.52,28.17
ycaP,0.85,0.54,0.62,0.63,0.66,0.58,0.63,0.24,0.49,10.47
ycaQ,0.95,0.47,0.67,0.47,0.68,0.62,0.66,0.25,0.46,20.69
ycaR,0.74,0.45,0.47,0.55,0.59,0.58,0.65,0.68,0.2,3.11
ycbB,0.87,0.53,0.58,0.67,0.66,0.56,0.63,0.22,0.32,27.69
ycbC,0.8,0.52,0.59,0.31,0.69,0.65,0.32,0.12,0.1,0
ycbF,0.94,0.51,0.68,0.62,0.69,0.62,0.64,0.33,0.34,11.1
ycbG,0.89,0.47,0.57,0.53,0.53,0.63,0.59,0.07,0.44,0
ycbJ,0.88,0.53,0.27,0.22,0.64,0.55,0.42,0.29,0.08,15.34
ycbK,1,0.63,0.86,0.5,0.74,0.73,0.61,0.27,0.56,7.71
ycbL,0.85,0.61,0.57,0.67,0.56,0.65,0.64,0.36,0.39,0
ycbQ,0.89,0.54,0.62,0.58,0.67,0.59,0.6,0.38,0.39,0
ycbR,0.91,0.5,0.49,0.55,0.62,0.57,0.63,0.17,0.23,0
ycbS,0.87,0.44,0.36,0.45,0.61,0.52,0.64,0.28,0.15,0
ycbT,0.84,0.59,0.7,0.74,0.66,0.56,0.53,0.73,0.79,0
ycbU,0.83,0.56,0.23,0.38,0.42,0.53,0.29,0.36,0.4,7.28
ycbV,0.9,0.45,0.7,0.35,0.63,0.62,0.46,0,0.66,7.24
ycbW,0.95,0.44,0.38,0.42,0.61,0.56,0.58,0.31,0.32,0
ycbX,0.93,0.44,0.57,0.56,0.67,0.57,0.62,0.16,0.24,15.1
ycbY,0.85,0.55,0.7,0.85,0.65,0.62,0.63,0.67,0.8,0
ycbZ,0.86,0.59,0.74,0.8,0.71,0.6,0.63,0.71,0.81,27.33
yccA,0.83,0.47,0.66,0.73,0.66,0.62,0.64,0.41,0.36,8.34
yccC,0.83,0.35,0.51,0.47,0.68,0.52,0.62,0.22,0.3,0
yccE,0.86,0.51,0.56,0.49,0.64,0.55,0.56,0.19,0.41,21.84
yccF,0.89,0.67,0.72,0.85,0.66,0.74,0.68,0.6,0.8,5.92
yccJ,0.94,0.58,0.65,0.6,0.69,0.63,0.58,0.38,0.47,4.05
yccK,0.6,0.4,0.47,0.6,0.37,0.42,0.51,0.03,0.24,0
yccM,0.8,0.51,0.36,0.58,0.65,0.59,0.58,0.31,0.23,17.84
yccR,0.85,0.55,0.5,0.54,0.63,0.58,0.65,0.39,0.5,0
yccS,0.86,0.48,0.66,0.79,0.56,0.61,0.63,0.47,0.82,33.45
yccT,0.83,0.6,0.58,0.73,0.62,0.66,0.54,0.26,0.58,9.96
yccU,0.93,0.51,0.66,0.61,0.7,0.62,0.62,0.36,0.35,5.73
yccV,0.86,0.57,0.59,0.69,0.71,0.64,0.58,0.26,0.52,0
yccW,0.86,0.53,0.65,0.59,0.69,0.58,0.65,0.3,0.36,0
yccX,0.92,0.51,0.68,0.54,0.68,0.6,0.64,0.25,0.3,5.04
yccZ,0.85,0.59,0.59,0.61,0.59,0.67,0.64,0.24,0.37,0
ycdB,0.62,0.43,0.44,0.44,0.49,0.55,0.35,0.03,0.17,0
ycdC,0.96,0.52,0.75,0.49,0.72,0.65,0.62,0.29,0.43,0
ycdG,0.75,0.57,0.7,0.87,0.54,0.59,0.62,0.32,0.47,0
ycdH,0.97,0.54,0.72,0.49,0.7,0.64,0.64,0.46,0.39,0
ycdI,0.88,0.63,0.77,0.88,0.67,0.7,0.67,0.54,0.69,0
ycdK,0.7,0.6,0.56,0.52,0.62,0.59,0.61,0.36,0.46,0
ycdL,0.95,0.45,0.54,0.44,0.63,0.56,0.61,0.23,0.37,0
ycdM,0.88,0.58,0.74,0.91,0.69,0.63,0.64,0.49,0.79,0
ycdN,0.845,0.54,0.63,0.585,0.635,0.585,0.615,0.375,0.47,0
ycdO,0.81,0.64,0.48,0.6,0.52,0.64,0.48,0.52,0.7,0
ycdP,0.88,0.58,0.56,0.73,0.68,0.58,0.56,0.26,0.39,0
ycdQ,0.9,0.62,0.53,0.73,0.7,0.58,0.63,0.29,0.51,0
ycdR,0.9,0.58,0.31,0.34,0.43,0.63,0.34,0.01,0.34,0
ycdS,0.83,0.54,0.49,0.71,0.59,0.63,0.62,0.33,0.25,0
ycdT,0.98,0.55,0.64,0.65,0.7,0.64,0.66,0.29,0.54,0
ycdU,0.75,0.51,0.74,0.72,0.63,0.65,0.66,0.11,0.55,17.28
ycdW,0.92,0.38,0.48,0.2,0.65,0.56,0.67,0,0.11,0
ycdX,0.86,0.56,0.76,0.68,0.68,0.63,0.68,0.52,0.72,8.34
ycdY,0.94,0.6,0.69,0.66,0.72,0.61,0.48,0.43,0.54,9.76
ycdZ,0.97,0.55,0.73,0.52,0.68,0.65,0.61,0.44,0.42,7.61
yceA,0.85,0.63,0.55,0.71,0.6,0.62,0.55,0.6,0.72,15.39
yceB,0.86,0.47,0.57,0.48,0.66,0.54,0.61,0.35,0.34,8.44
yceD,0.72,0.5,0.5,0.58,0.53,0.57,0.47,0.31,0.3,8.02
yceF,0.97,0.57,0.65,0.74,0.69,0.64,0.61,0,0.27,8.95
yceG,0.99,0.54,0.78,0.21,0.71,0.64,0.62,0.36,0.37,17.35
yceH,0.85,0.44,0.34,0.3,0.6,0.52,0.57,0.18,0.1,10.71
yceI,0.89,0.49,0.55,0.6,0.66,0.61,0.48,0.38,0.43,8.37
yceJ,0.9,0.52,0.45,0.59,0.66,0.57,0.56,0.28,0.32,8.19
yceK,0.93,0.46,0.73,0.87,0.66,0.65,0.62,0.33,0.69,3.38
